,Date,AveragePrice,Total Volume,year,region,type
13350,2016-09-25,1.5,3382.35,2016,NewOrleansMobile,organic
13351,2016-09-18,1.4,3088.88,2016,NewOrleansMobile,organic
13352,2016-09-11,1.42,3703.61,2016,NewOrleansMobile,organic
13353,2016-09-04,1.52,4206.78,2016,NewOrleansMobile,organic
13354,2016-08-28,1.49,3743.27,2016,NewOrleansMobile,organic
13355,2016-08-21,1.56,3603.85,2016,NewOrleansMobile,organic
13356,2016-08-14,1.55,5197.45,2016,NewOrleansMobile,organic
13357,2016-08-07,1.55,4968.45,2016,NewOrleansMobile,organic
13358,2016-07-31,1.41,5187.23,2016,NewOrleansMobile,organic
13359,2016-07-24,1.41,4106.49,2016,NewOrleansMobile,organic
13360,2016-07-17,1.34,5190.83,2016,NewOrleansMobile,organic
13361,2016-07-10,1.3,4258.8,2016,NewOrleansMobile,organic
13362,2016-07-03,1.18,3290.05,2016,NewOrleansMobile,organic
13363,2016-06-26,1.3,4842.27,2016,NewOrleansMobile,organic
13364,2016-06-19,1.25,4623.06,2016,NewOrleansMobile,organic
13365,2016-06-12,1.73,1325.91,2016,NewOrleansMobile,organic
13366,2016-06-05,1.68,1388.5,2016,NewOrleansMobile,organic
13367,2016-05-29,1.8,1035.0,2016,NewOrleansMobile,organic
13368,2016-05-22,1.58,1581.74,2016,NewOrleansMobile,organic
13369,2016-05-15,1.44,3075.57,2016,NewOrleansMobile,organic
13370,2016-05-08,1.47,4828.24,2016,NewOrleansMobile,organic
13371,2016-05-01,1.44,5262.04,2016,NewOrleansMobile,organic
13372,2016-04-24,1.44,4462.14,2016,NewOrleansMobile,organic
13373,2016-04-17,1.45,3885.61,2016,NewOrleansMobile,organic
13374,2016-04-10,1.27,4008.89,2016,NewOrleansMobile,organic
13375,2016-04-03,1.31,3140.08,2016,NewOrleansMobile,organic
13376,2016-03-27,1.26,3468.78,2016,NewOrleansMobile,organic
13377,2016-03-20,1.26,3553.39,2016,NewOrleansMobile,organic
13378,2016-03-13,1.27,4261.47,2016,NewOrleansMobile,organic
13379,2016-03-06,1.37,2612.54,2016,NewOrleansMobile,organic
13380,2016-02-28,1.44,2807.6,2016,NewOrleansMobile,organic
13381,2016-02-21,1.54,2500.35,2016,NewOrleansMobile,organic
13382,2016-02-14,1.46,3416.04,2016,NewOrleansMobile,organic
13383,2016-02-07,1.41,2672.99,2016,NewOrleansMobile,organic
13384,2016-01-31,1.43,3211.24,2016,NewOrleansMobile,organic
13385,2016-01-24,1.34,3903.11,2016,NewOrleansMobile,organic
13386,2016-01-17,1.48,3180.64,2016,NewOrleansMobile,organic
13387,2016-01-10,1.52,2774.1,2016,NewOrleansMobile,organic
13388,2016-01-03,1.52,2906.1,2016,NewOrleansMobile,organic
13389,2016-12-25,2.17,37438.54,2016,NewYork,organic
13390,2016-12-18,1.99,51329.63,2016,NewYork,organic
13391,2016-12-11,2.22,32658.97,2016,NewYork,organic
13392,2016-12-04,2.04,45383.62,2016,NewYork,organic
13393,2016-11-27,2.38,29117.76,2016,NewYork,organic
13394,2016-11-20,2.04,48364.4,2016,NewYork,organic
13395,2016-11-13,2.65,28406.0,2016,NewYork,organic
13396,2016-11-06,2.46,25247.34,2016,NewYork,organic
13397,2016-10-30,2.25,25450.53,2016,NewYork,organic
13398,2016-10-23,2.1,8442.79,2016,NewYork,organic
13399,2016-10-16,2.33,17837.78,2016,NewYork,organic
13400,2016-10-09,2.3,26463.29,2016,NewYork,organic
13401,2016-10-02,2.41,35543.08,2016,NewYork,organic
13402,2016-09-25,2.34,31716.46,2016,NewYork,organic
13403,2016-09-18,2.36,45701.82,2016,NewYork,organic
13404,2016-09-11,2.06,70119.57,2016,NewYork,organic
13405,2016-09-04,2.15,45204.38,2016,NewYork,organic
13406,2016-08-28,2.32,19375.8,2016,NewYork,organic
13407,2016-08-21,2.16,30583.43,2016,NewYork,organic
13408,2016-08-14,2.27,25308.77,2016,NewYork,organic
13409,2016-08-07,2.37,27155.2,2016,NewYork,organic
13410,2016-07-31,2.41,24047.65,2016,NewYork,organic
13411,2016-07-24,2.32,29300.63,2016,NewYork,organic
13412,2016-07-17,2.4,55607.08,2016,NewYork,organic
13413,2016-07-10,2.33,50300.29,2016,NewYork,organic
13414,2016-07-03,2.28,46314.26,2016,NewYork,organic
13415,2016-06-26,2.23,38645.77,2016,NewYork,organic
13416,2016-06-19,2.26,37403.19,2016,NewYork,organic
13417,2016-06-12,1.94,28758.83,2016,NewYork,organic
13418,2016-06-05,2.15,31807.14,2016,NewYork,organic
13419,2016-05-29,2.15,34505.47,2016,NewYork,organic
13420,2016-05-22,2.01,44794.06,2016,NewYork,organic
13421,2016-05-15,2.02,34788.28,2016,NewYork,organic
13422,2016-05-08,2.0,39638.67,2016,NewYork,organic
13423,2016-05-01,2.16,54477.59,2016,NewYork,organic
13424,2016-04-24,2.11,50334.94,2016,NewYork,organic
13425,2016-04-17,1.98,40280.96,2016,NewYork,organic
13426,2016-04-10,2.2,30461.39,2016,NewYork,organic
13427,2016-04-03,2.08,47308.85,2016,NewYork,organic
13428,2016-03-27,2.12,35908.78,2016,NewYork,organic
13429,2016-03-20,1.92,31916.68,2016,NewYork,organic
13430,2016-03-13,1.96,33409.96,2016,NewYork,organic
13431,2016-03-06,1.86,41547.14,2016,NewYork,organic
13432,2016-02-28,1.96,32608.62,2016,NewYork,organic
13433,2016-02-21,1.9,26230.35,2016,NewYork,organic
13434,2016-02-14,2.11,28290.46,2016,NewYork,organic
13435,2016-02-07,1.95,30482.41,2016,NewYork,organic
13436,2016-01-31,1.83,24749.38,2016,NewYork,organic
13437,2016-01-24,2.09,28121.46,2016,NewYork,organic
13438,2016-01-17,1.93,20475.96,2016,NewYork,organic
13439,2016-01-10,1.54,34629.36,2016,NewYork,organic
13440,2016-01-03,1.61,21072.22,2016,NewYork,organic
13441,2016-12-25,2.0,109788.24,2016,Northeast,organic
13442,2016-12-18,1.94,113583.14,2016,Northeast,organic
13443,2016-12-11,2.01,106002.64,2016,Northeast,organic
13444,2016-12-04,2.0,117562.6,2016,Northeast,organic
13445,2016-11-27,2.13,85024.33,2016,Northeast,organic
13446,2016-11-20,1.93,119375.15,2016,Northeast,organic
13447,2016-11-13,2.13,82987.85,2016,Northeast,organic
13448,2016-11-06,2.07,89099.08,2016,Northeast,organic
13449,2016-10-30,1.96,72130.37,2016,Northeast,organic
13450,2016-10-23,1.7,57081.84,2016,Northeast,organic
13451,2016-10-16,1.86,73430.26,2016,Northeast,organic
13452,2016-10-09,1.91,87711.53,2016,Northeast,organic
13453,2016-10-02,1.99,100529.39,2016,Northeast,organic
13454,2016-09-25,1.96,111261.71,2016,Northeast,organic
13455,2016-09-18,2.04,137076.37,2016,Northeast,organic
13456,2016-09-11,1.95,165386.89,2016,Northeast,organic
13457,2016-09-04,1.92,128284.46,2016,Northeast,organic
13458,2016-08-28,1.84,71636.65,2016,Northeast,organic
13459,2016-08-21,1.75,106119.98,2016,Northeast,organic
13460,2016-08-14,1.85,76276.8,2016,Northeast,organic
13461,2016-08-07,1.88,87942.88,2016,Northeast,organic
13462,2016-07-31,1.87,73835.93,2016,Northeast,organic
13463,2016-07-24,1.89,88923.85,2016,Northeast,organic
13464,2016-07-17,2.07,149636.3,2016,Northeast,organic
13465,2016-07-10,1.99,131639.67,2016,Northeast,organic
13466,2016-07-03,1.86,152428.41,2016,Northeast,organic
13467,2016-06-26,1.91,115923.75,2016,Northeast,organic
13468,2016-06-19,1.9,116678.91,2016,Northeast,organic
13469,2016-06-12,1.71,93841.12,2016,Northeast,organic
13470,2016-06-05,1.79,102940.66,2016,Northeast,organic
13471,2016-05-29,1.87,111097.01,2016,Northeast,organic
13472,2016-05-22,1.81,134280.15,2016,Northeast,organic
13473,2016-05-15,1.79,112278.17,2016,Northeast,organic
13474,2016-05-08,1.78,123022.55,2016,Northeast,organic
13475,2016-05-01,1.94,151476.61,2016,Northeast,organic
13476,2016-04-24,1.9,151219.06,2016,Northeast,organic
13477,2016-04-17,1.84,119446.75,2016,Northeast,organic
13478,2016-04-10,1.88,114275.61,2016,Northeast,organic
13479,2016-04-03,1.88,124627.43,2016,Northeast,organic
13480,2016-03-27,1.85,114767.54,2016,Northeast,organic
13481,2016-03-20,1.75,104018.17,2016,Northeast,organic
13482,2016-03-13,1.75,103718.78,2016,Northeast,organic
13483,2016-03-06,1.79,113859.82,2016,Northeast,organic
13484,2016-02-28,1.8,109507.5,2016,Northeast,organic
13485,2016-02-21,1.77,87442.77,2016,Northeast,organic
13486,2016-02-14,1.95,83662.7,2016,Northeast,organic
13487,2016-02-07,1.9,96595.25,2016,Northeast,organic
13488,2016-01-31,1.73,87698.15,2016,Northeast,organic
13489,2016-01-24,1.82,89368.59,2016,Northeast,organic
13490,2016-01-17,1.67,76290.32,2016,Northeast,organic
13491,2016-01-10,1.52,99539.08,2016,Northeast,organic
13492,2016-01-03,1.54,79900.43,2016,Northeast,organic
13493,2016-12-25,1.9,10968.74,2016,NorthernNewEngland,organic
13494,2016-12-18,1.95,7450.03,2016,NorthernNewEngland,organic
13495,2016-12-11,1.85,10526.21,2016,NorthernNewEngland,organic
13496,2016-12-04,1.96,8741.54,2016,NorthernNewEngland,organic
13497,2016-11-27,1.84,8724.65,2016,NorthernNewEngland,organic
13498,2016-11-20,1.81,9539.41,2016,NorthernNewEngland,organic
13499,2016-11-13,1.79,10725.45,2016,NorthernNewEngland,organic
13500,2016-11-06,1.84,12574.7,2016,NorthernNewEngland,organic
13501,2016-10-30,1.65,7404.92,2016,NorthernNewEngland,organic
13502,2016-10-23,1.75,11324.45,2016,NorthernNewEngland,organic
13503,2016-10-16,1.49,8965.14,2016,NorthernNewEngland,organic
13504,2016-10-09,1.56,10289.97,2016,NorthernNewEngland,organic
13505,2016-10-02,1.58,12400.93,2016,NorthernNewEngland,organic
13506,2016-09-25,1.51,14401.06,2016,NorthernNewEngland,organic
13507,2016-09-18,1.66,11836.41,2016,NorthernNewEngland,organic
13508,2016-09-11,1.65,17561.31,2016,NorthernNewEngland,organic
13509,2016-09-04,1.58,13039.44,2016,NorthernNewEngland,organic
13510,2016-08-28,1.51,8866.2,2016,NorthernNewEngland,organic
13511,2016-08-21,1.43,11826.44,2016,NorthernNewEngland,organic
13512,2016-08-14,1.4,8519.17,2016,NorthernNewEngland,organic
13513,2016-08-07,1.28,5685.2,2016,NorthernNewEngland,organic
13514,2016-07-31,1.1,4845.69,2016,NorthernNewEngland,organic
13515,2016-07-24,1.13,5882.29,2016,NorthernNewEngland,organic
13516,2016-07-17,1.47,12521.46,2016,NorthernNewEngland,organic
13517,2016-07-10,1.45,14482.73,2016,NorthernNewEngland,organic
13518,2016-07-03,1.33,29132.17,2016,NorthernNewEngland,organic
13519,2016-06-26,1.46,12472.06,2016,NorthernNewEngland,organic
13520,2016-06-19,1.42,10848.56,2016,NorthernNewEngland,organic
13521,2016-06-12,0.99,4574.17,2016,NorthernNewEngland,organic
13522,2016-06-05,1.04,5130.06,2016,NorthernNewEngland,organic
13523,2016-05-29,1.19,4901.16,2016,NorthernNewEngland,organic
13524,2016-05-22,1.26,7645.75,2016,NorthernNewEngland,organic
13525,2016-05-15,1.22,5778.15,2016,NorthernNewEngland,organic
13526,2016-05-08,1.63,11801.47,2016,NorthernNewEngland,organic
13527,2016-05-01,1.62,11626.48,2016,NorthernNewEngland,organic
13528,2016-04-24,1.69,13226.51,2016,NorthernNewEngland,organic
13529,2016-04-17,1.6,12342.22,2016,NorthernNewEngland,organic
13530,2016-04-10,1.5,13624.67,2016,NorthernNewEngland,organic
13531,2016-04-03,1.61,8175.69,2016,NorthernNewEngland,organic
13532,2016-03-27,1.61,12855.46,2016,NorthernNewEngland,organic
13533,2016-03-20,1.67,11336.93,2016,NorthernNewEngland,organic
13534,2016-03-13,1.63,10985.53,2016,NorthernNewEngland,organic
13535,2016-03-06,1.68,10184.27,2016,NorthernNewEngland,organic
13536,2016-02-28,1.64,9920.46,2016,NorthernNewEngland,organic
13537,2016-02-21,1.64,9227.72,2016,NorthernNewEngland,organic
13538,2016-02-14,1.66,10158.92,2016,NorthernNewEngland,organic
13539,2016-02-07,1.67,9790.85,2016,NorthernNewEngland,organic
13540,2016-01-31,1.65,9140.79,2016,NorthernNewEngland,organic
13541,2016-01-24,1.67,11214.42,2016,NorthernNewEngland,organic
13542,2016-01-17,1.55,10459.56,2016,NorthernNewEngland,organic
13543,2016-01-10,1.66,10525.16,2016,NorthernNewEngland,organic
13544,2016-01-03,1.63,8936.72,2016,NorthernNewEngland,organic
13545,2016-12-25,1.27,5601.65,2016,Orlando,organic
13546,2016-12-18,1.26,5670.99,2016,Orlando,organic
13547,2016-12-11,1.4,5860.1,2016,Orlando,organic
13548,2016-12-04,1.46,5320.93,2016,Orlando,organic
13549,2016-11-27,1.47,4543.09,2016,Orlando,organic
13550,2016-11-20,1.53,5481.72,2016,Orlando,organic
13551,2016-11-13,1.53,6791.4,2016,Orlando,organic
13552,2016-11-06,1.56,6077.14,2016,Orlando,organic
13553,2016-10-30,1.56,3758.96,2016,Orlando,organic
13554,2016-10-23,1.5,4025.09,2016,Orlando,organic
13555,2016-10-16,1.44,2930.31,2016,Orlando,organic
13556,2016-10-09,2.0,3382.0,2016,Orlando,organic
13557,2016-10-02,2.3,3772.67,2016,Orlando,organic
13558,2016-09-25,2.03,3985.23,2016,Orlando,organic
13559,2016-09-18,1.4,7833.25,2016,Orlando,organic
13560,2016-09-11,1.47,7565.44,2016,Orlando,organic
13561,2016-09-04,1.85,6266.14,2016,Orlando,organic
13562,2016-08-28,1.8,6294.99,2016,Orlando,organic
13563,2016-08-21,1.85,6359.75,2016,Orlando,organic
13564,2016-08-14,1.88,6737.38,2016,Orlando,organic
13565,2016-08-07,1.9,6740.73,2016,Orlando,organic
13566,2016-07-31,1.84,7013.82,2016,Orlando,organic
13567,2016-07-24,1.81,8411.92,2016,Orlando,organic
13568,2016-07-17,1.9,6345.68,2016,Orlando,organic
13569,2016-07-10,1.53,9912.51,2016,Orlando,organic
13570,2016-07-03,1.32,9029.86,2016,Orlando,organic
13571,2016-06-26,1.64,6955.34,2016,Orlando,organic
13572,2016-06-19,1.51,6725.85,2016,Orlando,organic
13573,2016-06-12,1.58,6084.04,2016,Orlando,organic
13574,2016-06-05,1.51,6376.64,2016,Orlando,organic
13575,2016-05-29,1.47,7278.69,2016,Orlando,organic
13576,2016-05-22,1.59,6642.88,2016,Orlando,organic
13577,2016-05-15,1.64,5418.84,2016,Orlando,organic
13578,2016-05-08,1.68,5598.49,2016,Orlando,organic
13579,2016-05-01,1.6,5699.71,2016,Orlando,organic
13580,2016-04-24,1.61,6013.98,2016,Orlando,organic
13581,2016-04-17,1.64,5604.81,2016,Orlando,organic
13582,2016-04-10,1.51,5190.56,2016,Orlando,organic
13583,2016-04-03,1.56,5754.88,2016,Orlando,organic
13584,2016-03-27,1.6,5298.14,2016,Orlando,organic
13585,2016-03-20,1.57,4356.15,2016,Orlando,organic
13586,2016-03-13,1.52,5651.13,2016,Orlando,organic
13587,2016-03-06,1.74,3787.95,2016,Orlando,organic
13588,2016-02-28,1.78,4143.52,2016,Orlando,organic
13589,2016-02-21,1.67,3724.91,2016,Orlando,organic
13590,2016-02-14,1.69,4079.97,2016,Orlando,organic
13591,2016-02-07,1.7,3886.64,2016,Orlando,organic
13592,2016-01-31,1.76,4059.35,2016,Orlando,organic
13593,2016-01-24,1.59,4767.81,2016,Orlando,organic
13594,2016-01-17,1.77,3490.69,2016,Orlando,organic
13595,2016-01-10,1.75,3858.1,2016,Orlando,organic
13596,2016-01-03,1.33,9387.91,2016,Orlando,organic
13597,2016-12-25,1.9,11376.97,2016,Philadelphia,organic
13598,2016-12-18,1.87,10810.89,2016,Philadelphia,organic
13599,2016-12-11,2.04,8663.02,2016,Philadelphia,organic
13600,2016-12-04,2.01,10385.65,2016,Philadelphia,organic
13601,2016-11-27,2.18,7896.69,2016,Philadelphia,organic
13602,2016-11-20,1.9,11621.1,2016,Philadelphia,organic
13603,2016-11-13,2.45,6285.53,2016,Philadelphia,organic
13604,2016-11-06,2.32,7734.59,2016,Philadelphia,organic
13605,2016-10-30,2.39,6531.71,2016,Philadelphia,organic
13606,2016-10-23,2.06,4580.38,2016,Philadelphia,organic
13607,2016-10-16,2.26,6276.25,2016,Philadelphia,organic
13608,2016-10-09,2.17,6701.46,2016,Philadelphia,organic
13609,2016-10-02,2.23,6865.93,2016,Philadelphia,organic
13610,2016-09-25,2.24,9520.79,2016,Philadelphia,organic
13611,2016-09-18,2.18,12536.03,2016,Philadelphia,organic
13612,2016-09-11,2.08,15403.19,2016,Philadelphia,organic
13613,2016-09-04,2.04,12126.24,2016,Philadelphia,organic
13614,2016-08-28,2.06,6321.4,2016,Philadelphia,organic
13615,2016-08-21,1.87,10605.21,2016,Philadelphia,organic
13616,2016-08-14,2.06,6968.81,2016,Philadelphia,organic
13617,2016-08-07,2.04,9269.42,2016,Philadelphia,organic
13618,2016-07-31,2.2,7431.86,2016,Philadelphia,organic
13619,2016-07-24,2.07,7958.25,2016,Philadelphia,organic
13620,2016-07-17,2.16,13247.34,2016,Philadelphia,organic
13621,2016-07-10,2.15,10301.6,2016,Philadelphia,organic
13622,2016-07-03,2.16,10437.32,2016,Philadelphia,organic
13623,2016-06-26,2.16,9455.24,2016,Philadelphia,organic
13624,2016-06-19,2.19,10778.24,2016,Philadelphia,organic
13625,2016-06-12,1.85,9058.23,2016,Philadelphia,organic
13626,2016-06-05,1.91,9901.74,2016,Philadelphia,organic
13627,2016-05-29,2.07,10738.68,2016,Philadelphia,organic
13628,2016-05-22,1.97,11516.4,2016,Philadelphia,organic
13629,2016-05-15,1.98,10923.26,2016,Philadelphia,organic
13630,2016-05-08,1.86,8514.81,2016,Philadelphia,organic
13631,2016-05-01,1.87,13101.38,2016,Philadelphia,organic
13632,2016-04-24,1.9,14651.93,2016,Philadelphia,organic
13633,2016-04-17,1.89,11963.98,2016,Philadelphia,organic
13634,2016-04-10,1.95,10787.78,2016,Philadelphia,organic
13635,2016-04-03,1.81,13620.12,2016,Philadelphia,organic
13636,2016-03-27,1.95,10596.57,2016,Philadelphia,organic
13637,2016-03-20,1.75,8420.43,2016,Philadelphia,organic
13638,2016-03-13,1.59,11340.53,2016,Philadelphia,organic
13639,2016-03-06,1.53,16463.5,2016,Philadelphia,organic
13640,2016-02-28,1.62,13804.29,2016,Philadelphia,organic
13641,2016-02-21,1.79,9168.4,2016,Philadelphia,organic
13642,2016-02-14,2.07,5952.62,2016,Philadelphia,organic
13643,2016-02-07,1.86,9387.43,2016,Philadelphia,organic
13644,2016-01-31,1.53,11396.43,2016,Philadelphia,organic
13645,2016-01-24,1.81,11722.26,2016,Philadelphia,organic
13646,2016-01-17,1.68,8382.56,2016,Philadelphia,organic
13647,2016-01-10,1.37,13336.18,2016,Philadelphia,organic
13648,2016-01-03,1.53,8788.89,2016,Philadelphia,organic
13649,2016-12-25,1.85,8657.87,2016,PhoenixTucson,organic
13650,2016-12-18,1.83,6977.44,2016,PhoenixTucson,organic
13651,2016-12-11,1.83,8087.23,2016,PhoenixTucson,organic
13652,2016-12-04,1.96,7009.95,2016,PhoenixTucson,organic
13653,2016-11-27,2.01,6470.08,2016,PhoenixTucson,organic
13654,2016-11-20,2.01,8076.24,2016,PhoenixTucson,organic
13655,2016-11-13,1.86,11446.65,2016,PhoenixTucson,organic
13656,2016-11-06,2.35,8304.78,2016,PhoenixTucson,organic
13657,2016-10-30,2.62,5394.03,2016,PhoenixTucson,organic
13658,2016-10-23,2.22,6017.53,2016,PhoenixTucson,organic
13659,2016-10-16,2.04,8551.32,2016,PhoenixTucson,organic
13660,2016-10-09,2.4,5962.78,2016,PhoenixTucson,organic
13661,2016-10-02,2.62,5380.03,2016,PhoenixTucson,organic
13662,2016-09-25,2.47,5578.01,2016,PhoenixTucson,organic
13663,2016-09-18,2.13,7887.03,2016,PhoenixTucson,organic
13664,2016-09-11,2.16,8839.2,2016,PhoenixTucson,organic
13665,2016-09-04,2.15,8914.06,2016,PhoenixTucson,organic
13666,2016-08-28,2.18,8525.59,2016,PhoenixTucson,organic
13667,2016-08-21,2.08,9183.92,2016,PhoenixTucson,organic
13668,2016-08-14,2.13,9220.95,2016,PhoenixTucson,organic
13669,2016-08-07,2.13,9649.24,2016,PhoenixTucson,organic
13670,2016-07-31,2.19,10363.16,2016,PhoenixTucson,organic
13671,2016-07-24,2.08,11457.48,2016,PhoenixTucson,organic
13672,2016-07-17,1.77,14216.44,2016,PhoenixTucson,organic
13673,2016-07-10,1.82,13993.22,2016,PhoenixTucson,organic
13674,2016-07-03,1.65,14055.26,2016,PhoenixTucson,organic
13675,2016-06-26,1.66,13866.31,2016,PhoenixTucson,organic
13676,2016-06-19,1.69,17096.49,2016,PhoenixTucson,organic
13677,2016-06-12,1.51,14349.12,2016,PhoenixTucson,organic
13678,2016-06-05,1.52,12699.87,2016,PhoenixTucson,organic
13679,2016-05-29,1.47,19187.81,2016,PhoenixTucson,organic
13680,2016-05-22,1.52,14664.1,2016,PhoenixTucson,organic
13681,2016-05-15,1.37,23075.45,2016,PhoenixTucson,organic
13682,2016-05-08,1.41,14187.6,2016,PhoenixTucson,organic
13683,2016-05-01,1.3,19517.25,2016,PhoenixTucson,organic
13684,2016-04-24,1.39,33498.69,2016,PhoenixTucson,organic
13685,2016-04-17,1.53,18395.17,2016,PhoenixTucson,organic
13686,2016-04-10,1.38,13919.54,2016,PhoenixTucson,organic
13687,2016-04-03,1.25,13281.61,2016,PhoenixTucson,organic
13688,2016-03-27,1.54,11321.14,2016,PhoenixTucson,organic
13689,2016-03-20,1.57,10097.84,2016,PhoenixTucson,organic
13690,2016-03-13,1.47,11203.89,2016,PhoenixTucson,organic
13691,2016-03-06,1.48,12436.96,2016,PhoenixTucson,organic
13692,2016-02-28,1.52,10666.36,2016,PhoenixTucson,organic
13693,2016-02-21,1.63,9223.0,2016,PhoenixTucson,organic
13694,2016-02-14,1.34,12060.32,2016,PhoenixTucson,organic
13695,2016-02-07,1.6,9473.34,2016,PhoenixTucson,organic
13696,2016-01-31,1.53,8134.79,2016,PhoenixTucson,organic
13697,2016-01-24,1.61,9059.12,2016,PhoenixTucson,organic
13698,2016-01-17,1.46,10926.61,2016,PhoenixTucson,organic
13699,2016-01-10,1.35,13145.55,2016,PhoenixTucson,organic
13700,2016-01-03,1.61,10650.66,2016,PhoenixTucson,organic
13701,2016-12-25,1.48,7784.0,2016,Pittsburgh,organic
13702,2016-12-18,1.48,6429.27,2016,Pittsburgh,organic
13703,2016-12-11,1.52,7774.07,2016,Pittsburgh,organic
13704,2016-12-04,1.53,7908.69,2016,Pittsburgh,organic
13705,2016-11-27,1.53,6723.98,2016,Pittsburgh,organic
13706,2016-11-20,1.53,7498.33,2016,Pittsburgh,organic
13707,2016-11-13,1.53,7864.22,2016,Pittsburgh,organic
13708,2016-11-06,1.53,8022.27,2016,Pittsburgh,organic
13709,2016-10-30,1.54,8707.36,2016,Pittsburgh,organic
13710,2016-10-23,1.52,8896.5,2016,Pittsburgh,organic
13711,2016-10-16,1.53,9213.3,2016,Pittsburgh,organic
13712,2016-10-09,1.51,9599.33,2016,Pittsburgh,organic
13713,2016-10-02,1.53,10005.59,2016,Pittsburgh,organic
13714,2016-09-25,1.53,8814.22,2016,Pittsburgh,organic
13715,2016-09-18,1.51,7587.7,2016,Pittsburgh,organic
13716,2016-09-11,1.49,6094.84,2016,Pittsburgh,organic
13717,2016-09-04,1.53,5272.87,2016,Pittsburgh,organic
13718,2016-08-28,1.52,4650.34,2016,Pittsburgh,organic
13719,2016-08-21,1.54,5441.24,2016,Pittsburgh,organic
13720,2016-08-14,1.54,5960.37,2016,Pittsburgh,organic
13721,2016-08-07,1.54,5082.89,2016,Pittsburgh,organic
13722,2016-07-31,1.49,6155.8,2016,Pittsburgh,organic
13723,2016-07-24,1.46,5495.34,2016,Pittsburgh,organic
13724,2016-07-17,1.44,5896.38,2016,Pittsburgh,organic
13725,2016-07-10,1.49,2672.71,2016,Pittsburgh,organic
13726,2016-07-03,1.47,3486.32,2016,Pittsburgh,organic
13727,2016-06-26,1.48,5570.89,2016,Pittsburgh,organic
13728,2016-06-19,1.43,7345.74,2016,Pittsburgh,organic
13729,2016-06-12,1.47,5885.34,2016,Pittsburgh,organic
13730,2016-06-05,1.49,5639.69,2016,Pittsburgh,organic
13731,2016-05-29,1.49,7189.09,2016,Pittsburgh,organic
13732,2016-05-22,1.42,1978.61,2016,Pittsburgh,organic
13733,2016-05-15,1.41,2139.33,2016,Pittsburgh,organic
13734,2016-05-08,1.31,2124.35,2016,Pittsburgh,organic
13735,2016-05-01,1.42,2119.08,2016,Pittsburgh,organic
13736,2016-04-24,1.48,1541.74,2016,Pittsburgh,organic
13737,2016-04-17,1.48,1614.86,2016,Pittsburgh,organic
13738,2016-04-10,1.35,1159.5,2016,Pittsburgh,organic
13739,2016-04-03,1.43,1015.29,2016,Pittsburgh,organic
13740,2016-03-27,1.18,1702.84,2016,Pittsburgh,organic
13741,2016-03-20,1.2,1237.02,2016,Pittsburgh,organic
13742,2016-03-13,1.15,1479.81,2016,Pittsburgh,organic
13743,2016-03-06,1.37,867.18,2016,Pittsburgh,organic
13744,2016-02-28,1.54,879.94,2016,Pittsburgh,organic
13745,2016-02-21,1.33,1256.47,2016,Pittsburgh,organic
13746,2016-02-14,1.38,1238.86,2016,Pittsburgh,organic
13747,2016-02-07,1.45,992.32,2016,Pittsburgh,organic
13748,2016-01-31,1.3,1241.84,2016,Pittsburgh,organic
13749,2016-01-24,1.16,1940.08,2016,Pittsburgh,organic
13750,2016-01-17,1.45,1219.69,2016,Pittsburgh,organic
13751,2016-01-10,1.4,1314.78,2016,Pittsburgh,organic
13752,2016-01-03,1.44,911.96,2016,Pittsburgh,organic
13753,2016-12-25,1.55,43291.45,2016,Plains,organic
13754,2016-12-18,1.6,41255.97,2016,Plains,organic
13755,2016-12-11,1.71,43540.93,2016,Plains,organic
13756,2016-12-04,1.7,43160.92,2016,Plains,organic
13757,2016-11-27,1.69,45636.25,2016,Plains,organic
13758,2016-11-20,1.63,50911.0,2016,Plains,organic
13759,2016-11-13,1.74,51861.03,2016,Plains,organic
13760,2016-11-06,1.76,43201.25,2016,Plains,organic
13761,2016-10-30,1.8,33702.09,2016,Plains,organic
13762,2016-10-23,1.55,36280.49,2016,Plains,organic
13763,2016-10-16,1.67,33832.86,2016,Plains,organic
13764,2016-10-09,1.55,45120.49,2016,Plains,organic
13765,2016-10-02,1.76,47384.06,2016,Plains,organic
13766,2016-09-25,1.87,44993.62,2016,Plains,organic
13767,2016-09-18,1.78,43823.87,2016,Plains,organic
13768,2016-09-11,1.86,46267.04,2016,Plains,organic
13769,2016-09-04,1.76,52999.19,2016,Plains,organic
13770,2016-08-28,1.67,54112.35,2016,Plains,organic
13771,2016-08-21,1.8,51545.86,2016,Plains,organic
13772,2016-08-14,1.82,53866.63,2016,Plains,organic
13773,2016-08-07,1.81,52811.38,2016,Plains,organic
13774,2016-07-31,1.72,53685.87,2016,Plains,organic
13775,2016-07-24,1.63,56114.01,2016,Plains,organic
13776,2016-07-17,1.76,46645.35,2016,Plains,organic
13777,2016-07-10,1.7,48278.48,2016,Plains,organic
13778,2016-07-03,1.63,50608.69,2016,Plains,organic
13779,2016-06-26,1.63,52284.1,2016,Plains,organic
13780,2016-06-19,1.63,57957.05,2016,Plains,organic
13781,2016-06-12,1.63,51075.07,2016,Plains,organic
13782,2016-06-05,1.68,54947.33,2016,Plains,organic
13783,2016-05-29,1.76,40907.26,2016,Plains,organic
13784,2016-05-22,1.63,53325.35,2016,Plains,organic
13785,2016-05-15,1.65,47778.34,2016,Plains,organic
