;CodigoProblema;DescricaoProblema
13104;1521;Não pagamento de resgate (capitalização/ouro/compra)
13108;2961;Demora na montagem/montagem incompleta/incorreta
13125;2756;Publicidade enganosa
13169;3085;Produto entregue incompleto
13185;185;Prazo de validade (falta, ilegível, etc.)
13196;53;Cobrança de taxa indevida (couvert, 10%, etc.)
13209;4679;Prazo de validade (ilegível/vencido/ausência)
13267;3167;Desistência de compra (cancelamento de compra)
13329;2772;Publicidade enganosa
13361;1330;Fundo de reserva
13370;3049;Falta de peca de reposição
13387;3021;Falta de peca de reposição
13389;3422;Compra de veiculo (multa, transferência, alienação, não entrega de documentação)
13395;3086;Produto entregue incompleto
13438;2094;Cobrança de despesas extraordinárias
13452;4935;Vicio de qualidade (mal executado, inadequado, impróprio)
13455;3765;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
13483;5467;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
13502;6548;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
13512;4521;Falta de assistência técnica/garantia
13521;2506;Produto com vício
13528;202;Preço (abusivo, remarcado, falta, etc.)
13529;1108;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.)
13571;5570;Publicidade abusiva.
13576;190;Prazo de validade (falta, ilegível, etc.)
13597;4983;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
13614;4008;Reajuste anual de contrato de saúde com percentual elevado
13636;3771;Venda/Oferta/publicidade enganosa.
13691;2584;Produto entregue diferente do pedido
13693;5168;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
13711;3782;Publicidade abusiva.
13801;2761;Publicidade enganosa
13854;1888;Discordância quanto as avarias
13871;3353;Produto causou danos materiais
13887;2749;Publicidade enganosa
14001;1104;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.)
14064;5589;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
14076;3528;Procedimento de cobrança violenta/difamatória
14097;3629;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
14169;3084;Produto entregue incompleto
14190;2072;Revisional de aluguel
14193;2367;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
14249;2976;Demora na montagem/montagem incompleta/incorreta
14250;1559;Publicidade enganosa
14296;739;Oferta enganosa
14303;1019;Recusa em receber pagamento de nota promissória, carne, etc.
14314;5776;Contrato - Clausula abusiva/em desacordo com a Legislação.
14420;3660;Serviço em desacordo com norma/lei
14441;6931;Crédito Consignado
14458;126;Peso, volume e quantidade
14459;183;Prazo de validade (falta, ilegível, etc.)
14553;5449;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
14607;5117;Serviço em desacordo com norma/lei
14609;1227;Calculo de prestação em atraso
14661;1399;Não entrega de quitação/retenção de documentos
14673;3567;Não pagamento de indenização
14686;1650;Não entrega de copia do contrato
14688;5338;Garantia - Descumprimento, prazo
14691;2223;Não entrega da escritura
14703;4931;Vicio de qualidade (mal executado, inadequado, impróprio)
14713;6163;Não Entrega de Produto
14718;2571;Produto entregue diferente do pedido
14726;614;Publicidade enganosa
14735;5726;Roubo/furto
14760;5491;Venda/Oferta/publicidade enganosa.
14797;47;Cobrança de taxa indevida (couvert, 10%, etc.)
14873;4269;Suspeita quanto a qualidade/eficácia do produto/serviço
14882;4932;Vicio de qualidade (mal executado, inadequado, impróprio)
14901;2926;Venda enganosa
14924;4864;Não cumprimento à oferta
14932;6087;Antecipação de Financiamento
14936;7232;Defeito/Risco à saúde e segurança
14941;6449;CET – Divulgação inadequada / não divulgação nas peças publicitárias.
14996;2048;Não devolução de caução
15007;5096;Serviço em desacordo com norma/lei
15018;1010;Recusa em receber pagamento de nota promissória, carne, etc.
15047;6198;Vício do Produto/Serviço
15098;318;Alteração de odor, sabor e aspecto.
15102;1987;Cobrança de honorários advocaticios, despesa de cobrança
15143;4951;Vicio de qualidade (mal executado, inadequado, impróprio)
15169;7083;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
15173;616;Publicidade enganosa
15185;3740;Cobrança indevida/abusiva
15204;1012;Recusa em receber pagamento de nota promissória, carne, etc.
15267;2634;Não entrega/demora na entrega do produto
15279;3487;Cobrança de valor quando o produto e devolvido (cobrança indevida)
15329;7055;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
15335;4415;Preço do produto/serviço
15346;1632;Venda enganosa
15388;3073;Produto entregue incompleto
15395;2555;Produto entregue diferente do pedido
15430;1594;Publicidade abusiva
15444;5782;Contrato - Clausula abusiva/em desacordo com a Legislação.
15456;6731;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
15458;5122;Serviço em desacordo com norma/lei
15463;2908;Venda enganosa
15484;5779;Contrato - Clausula abusiva/em desacordo com a Legislação.
15530;5431;Cobrança abusiva mediante constrangimento, ameaça.
15556;2758;Publicidade enganosa
15593;4142;Venda enganosa
15606;6299;TOI - Termo de Ocorrência de Irregularidade
15612;6009;TOI - Termo de Ocorrência de Irregularidade
15656;1579;Publicidade abusiva
15660;1358;Reajuste de saldo de caixa/diferença de prestação
15672;1838;Discordância na indenização (seguros em geral)
15699;3350;Produto causou danos materiais
15711;3436;Cobrança de valor quando o produto e devolvido (cobrança indevida)
15720;2943;Demora na montagem/montagem incompleta/incorreta
15726;220;Preço (abusivo, remarcado, falta, etc.)
15734;136;Peso, volume e quantidade
15748;1281;Autorização de faturamento/entrega do bem/carta de credito (não entrega, atualização, valor menor)
15775;1961;Falha bancaria em transações eletrônicas (transferencias indevidas, saques indevidos)
15776;5566;Publicidade abusiva.
15780;2595;Produto entregue diferente do pedido
15795;1313;Desistência de consorcio
15821;5465;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
15845;3440;Cobrança de valor quando o produto e devolvido (cobrança indevida)
15859;3842;Contrato - Rescisão/alteração unilateral
15899;3065;Produto entregue incompleto
15951;3321;Produto causou danos materiais
16095;2752;Publicidade enganosa
16112;2013;Não pagamento de indenização
16193;143;Peso, volume e quantidade
16199;78;Não fornecimento de contra vale
16207;2397;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
16216;2751;Publicidade enganosa
16219;838;Embalagem (amassada, enferrujada, estufada)
16220;1785;Calculo do prêmio (seguros)
16226;2918;Venda enganosa
16245;153;Prazo de validade (falta, ilegível, etc.)
16263;151;Prazo de validade (falta, ilegível, etc.)
16342;608;Publicidade enganosa
16410;3895;Rescisão/Substituição/Alteração de contrato de saúde
16456;597;Acidente de Consumo (causou danos pessoais, físicos, mal estar)
16517;3591;Não pagamento de indenização
16554;3036;Falta de peca de reposição
16617;1133;Cobrança indevida.
16654;3665;Serviço em desacordo com norma/lei
16706;1548;Publicidade enganosa
16724;4027;Reajuste praticado em desacordo com a periodicidade permitida
16734;2403;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
16735;5092;Serviço em desacordo com norma/lei
16744;2883;Venda enganosa
16769;6850;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
16787;3939;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
16800;1748;Não comunicação de negativacao
16877;6313;TOI - Termo de Ocorrência de Irregularidade
16915;4117;Venda enganosa
16943;2937;Demora na montagem/montagem incompleta/incorreta
17088;4114;Venda enganosa
17124;2637;Não entrega/demora na entrega do produto
17129;164;Prazo de validade (falta, ilegível, etc.)
17130;1173;Calculo de prestação/taxa de juros
17197;3117;Desistência de compra (cancelamento de compra)
17217;4229;Recusa/mau atendimento
17220;3903;Rescisão/Substituição/Alteração de contrato de saúde
17271;6019;Baixa Renda
17279;4847;Cobrança de multa acima do permitido pela legislação
17363;5408;Cobrança abusiva mediante constrangimento, ameaça.
17386;3958;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
17438;6935;Crédito Consignado
17446;3006;Falta de peca de reposição
17462;4121;Venda enganosa
17488;3219;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
17647;1242;Calculo de prestação em atraso
17693;1353;Fundo de reserva
17781;3104;Produto entregue incompleto
17782;4299;Danos pessoais ao consumidor
17820;7023;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
17879;1523;Não pagamento de resgate (capitalização/ouro/compra)
17899;4426;Preço do produto/serviço
17911;2017;Não pagamento de indenização
17929;135;Peso, volume e quantidade
17934;125;Peso, volume e quantidade
17939;120;Peso, volume e quantidade
17966;1622;Venda enganosa
17988;6185;Vício do Produto/Serviço
18026;3859;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
18044;2100;Convenção de condomínio (não cumprimento, votação, destituição de sindico, etc.)
18051;5189;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
18085;2601;Produto entregue diferente do pedido
18113;2209;Não entrega do contrato
18173;2169;Qualidade da construção (vícios, vazamentos, impermeabilização)
18190;3689;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
18227;2594;Produto entregue diferente do pedido
18236;5134;Recusa injustificada em prestar serviço
18504;2869;Venda enganosa
18507;5662;Extravio/avaria de bagagem, carga, correspondência, mercadoria, mudança, etc.
18567;2906;Venda enganosa
18603;4554;Medição irregular de pressão e peso/inalação (na rua, farmácia ou em outros estabelecimentos)
18628;4232;Recusa/mau atendimento
18686;2998;Falta de peca de reposição
18794;3566;Não pagamento de indenização
18800;7334;Defeito/Risco à saúde e segurança
18865;5772;Contrato - Clausula abusiva/em desacordo com a Legislação.
18928;3442;Cobrança de valor quando o produto e devolvido (cobrança indevida)
19011;7111;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
19180;5998;Descredenciamento
19192;1302;Autorização de faturamento/entrega do bem/carta de credito (não entrega, atualização, valor menor)
19258;2928;Demora na montagem/montagem incompleta/incorreta
19280;4237;Recusa/mau atendimento
19318;2368;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
19320;162;Prazo de validade (falta, ilegível, etc.)
19324;1554;Publicidade enganosa
19341;1491;Não entrega do produto (titulo de capitalização, compra programada)
19369;5554;Publicidade abusiva.
19378;4267;Suspeita quanto a qualidade/eficácia do produto/serviço
19381;7257;Defeito/Risco à saúde e segurança
19397;2849;Publicidade abusiva
19408;1357;Reajuste de saldo de caixa/diferença de prestação
19459;1436;Valor de reajuste (mensalidade)
19497;3789;Publicidade abusiva.
19520;5024;Serviço não concluído /Fornecimento parcial
19534;4950;Vicio de qualidade (mal executado, inadequado, impróprio)
19554;5380;Cobrança indevida/abusiva
19565;7233;Defeito/Risco à saúde e segurança
19597;2020;Não pagamento de indenização
19677;2431;Rotulagem em língua estrangeira
19717;1259;Calculo de encargos na cobrança de cheque
19746;2449;Rotulagem em língua estrangeira
19766;3352;Produto causou danos materiais
19778;6086;Antecipação de Financiamento
19822;1145;Retirada de credito sem comunicação previa.
19823;5085;Serviço em desacordo com norma/lei
19830;3762;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
19858;2472;Rotulagem em língua estrangeira
19868;5820;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
19912;6210;Negativa de Cobertura
19948;5783;Contrato - Clausula abusiva/em desacordo com a Legislação.
19957;3475;Cobrança de valor quando o produto e devolvido (cobrança indevida)
19964;3450;Cobrança de valor quando o produto e devolvido (cobrança indevida)
20002;4688;Prazo de validade (ilegível/vencido/ausência)
20003;3994;Reajuste anual de contrato de saúde com percentual elevado
20005;3276;Acidente de Consumo (produto causou danos pessoais)
20018;6842;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
20028;6153;Não Entrega de Produto
20035;1783;Calculo do prêmio (seguros)
20120;186;Prazo de validade (falta, ilegível, etc.)
20125;5563;Publicidade abusiva.
20236;111;Peso, volume e quantidade
20327;5401;Cobrança indevida/abusiva
20348;248;Preço (abusivo, remarcado, falta, etc.)
20364;114;Peso, volume e quantidade
20398;1243;Calculo de prestação em atraso
20428;1536;Não pagamento de resgate (capitalização/ouro/compra)
20477;219;Preço (abusivo, remarcado, falta, etc.)
20560;59;Não fornecimento de contra vale
20561;112;Peso, volume e quantidade
20655;5725;Roubo/furto
20656;3070;Produto entregue incompleto
20669;5279;Venda casada
20702;7258;Defeito/Risco à saúde e segurança
20727;216;Preço (abusivo, remarcado, falta, etc.)
20738;37;Cobrança de taxa indevida (couvert, 10%, etc.)
20754;1067;Envio de produto ou serviço sem previa solicitação
20777;2748;Publicidade enganosa
20778;296;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
20796;4941;Vicio de qualidade (mal executado, inadequado, impróprio)
20802;286;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
20838;236;Preço (abusivo, remarcado, falta, etc.)
20880;3204;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
20904;206;Preço (abusivo, remarcado, falta, etc.)
20942;255;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
20949;119;Peso, volume e quantidade
20984;3015;Falta de peca de reposição
21234;2327;Garantia (Abrangência, cobertura, etc.)
21288;1392;Não entrega de quitação/retenção de documentos
21396;2913;Venda enganosa
21512;4144;Publicidade enganosa
21517;7014;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
21530;5502;Venda/Oferta/publicidade enganosa.
21634;24;Cobrança de taxa indevida (couvert, 10%, etc.)
21767;5314;Desistência do serviço (artigo 49 - descumprimento)
21843;4079;Procedimento de cobrança violenta/difamatória
21873;1794;Calculo do prêmio (seguros)
21913;122;Peso, volume e quantidade
21915;50;Cobrança de taxa indevida (couvert, 10%, etc.)
21917;197;Prazo de validade (falta, ilegível, etc.)
21939;157;Prazo de validade (falta, ilegível, etc.)
21955;4998;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
22004;4429;Preço do produto/serviço
22009;4075;Descumprimento de garantia pelo convênio medico (guia)
22015;4337;Danos materiais ao consumidor
22068;2147;Taxa de manutenção/conservação
22109;2380;Manual de Instrução (em língua estrangeira/falta de informação/informação incorreta)
22129;3459;Cobrança de valor quando o produto e devolvido (cobrança indevida)
22138;5583;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
22289;2095;Cobrança de despesas extraordinárias
22311;2812;Publicidade abusiva
22344;2600;Produto entregue diferente do pedido
22372;1011;Recusa em receber pagamento de nota promissória, carne, etc.
22413;5741;Contrato - Rescisão/alteração unilateral
22591;1221;Calculo de antecipação de prestação
22601;1516;Não pagamento de resgate (capitalização/ouro/compra)
22618;1199;Calculo de antecipação de prestação
22667;87;Não fornecimento de contra vale
22686;201;Preço (abusivo, remarcado, falta, etc.)
22709;3255;Acidente de Consumo (produto causou danos pessoais)
22889;2987;Demora na montagem/montagem incompleta/incorreta
22895;6701;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
22925;3935;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
22978;5891;Cobrança de embalagem (sacolas)
23036;2028;Não pagamento de indenização
23052;1604;Venda casada
23053;1608;Venda casada
23298;106;Peso, volume e quantidade
23347;2877;Venda enganosa
23360;244;Preço (abusivo, remarcado, falta, etc.)
23392;1864;Discordância quanto as avarias
23394;5474;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.
23423;2744;Publicidade enganosa
23449;240;Preço (abusivo, remarcado, falta, etc.)
23454;31;Cobrança de taxa indevida (couvert, 10%, etc.)
23455;235;Preço (abusivo, remarcado, falta, etc.)
23528;247;Preço (abusivo, remarcado, falta, etc.)
23582;237;Preço (abusivo, remarcado, falta, etc.)
23747;254;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
23750;64;Não fornecimento de contra vale
23788;35;Cobrança de taxa indevida (couvert, 10%, etc.)
23809;4226;Recusa/mau atendimento
23822;141;Peso, volume e quantidade
23827;117;Peso, volume e quantidade
23860;3253;Acidente de Consumo (produto causou danos pessoais)
23894;84;Não fornecimento de contra vale
23895;196;Prazo de validade (falta, ilegível, etc.)
23919;4353;Danos materiais ao consumidor
23947;3633;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
23950;3063;Produto entregue incompleto
24043;1249;Calculo de encargos na cobrança de cheque
24054;113;Peso, volume e quantidade
24083;267;Má prestação de serviço (recusa, mau atendimento, sonegação de mercadoria, venda casada, entrega diferente do pedido)
24085;6642;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
24133;118;Peso, volume e quantidade
24138;7142;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
24176;204;Preço (abusivo, remarcado, falta, etc.)
24252;2285;Duvidas sobre cobranças (taxas, etc.)
24283;6197;Vício do Produto/Serviço
24332;4880;Não cumprimento à oferta
24357;2862;Publicidade abusiva
24469;205;Preço (abusivo, remarcado, falta, etc.)
24488;1616;Venda casada
24499;3873;Não pagamento de indenização
24599;3107;Produto entregue incompleto
24620;2680;Peso/volume/quantidade/tamanho
24637;3445;Cobrança de valor quando o produto e devolvido (cobrança indevida)
24639;5102;Serviço em desacordo com norma/lei
24642;6990;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
24872;103;Peso, volume e quantidade
24875;156;Prazo de validade (falta, ilegível, etc.)
24906;6194;Vício do Produto/Serviço
24923;750;Oferta enganosa
24960;3208;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
24967;4160;Publicidade enganosa
25026;17;Cobrança de taxa indevida (couvert, 10%, etc.)
25063;2777;Publicidade enganosa
25123;2355;Garantia (Abrangência, cobertura, etc.)
25129;3439;Cobrança de valor quando o produto e devolvido (cobrança indevida)
25135;1278;Autorização de faturamento/entrega do bem/carta de credito (não entrega, atualização, valor menor)
25155;3121;Desistência de compra (cancelamento de compra)
25158;3365;Produto causou danos materiais
25249;200;Preço (abusivo, remarcado, falta, etc.)
25250;128;Peso, volume e quantidade
25286;1158;Retirada de credito sem comunicação previa.
25289;2516;Produto com vício
25359;4885;Não pagamento de indenização
25437;3942;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
25472;60;Não fornecimento de contra vale
25474;97;Não fornecimento de contra vale
25478;230;Preço (abusivo, remarcado, falta, etc.)
25480;46;Cobrança de taxa indevida (couvert, 10%, etc.)
25536;52;Cobrança de taxa indevida (couvert, 10%, etc.)
25548;137;Peso, volume e quantidade
25562;55;Cobrança de taxa indevida (couvert, 10%, etc.)
25587;2271;Cobrança de multa acima do permitido pela legislação (atraso no pag. de prestação/aluguel/condomínio)
25721;4817;Cobrança de multa acima do permitido pela legislação
25724;5877;Não pagamento de indenização
25737;3191;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
25788;5492;Venda/Oferta/publicidade enganosa.
25963;5745;Contrato - Rescisão/alteração unilateral
26034;5186;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
26077;5687;Extravio/avaria de bagagem, carga, correspondência, mercadoria, mudança, etc.
26101;4292;Danos pessoais ao consumidor
26159;7054;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro)
26184;89;Não fornecimento de contra vale
26187;207;Preço (abusivo, remarcado, falta, etc.)
26285;1335;Fundo de reserva
26355;4138;Venda enganosa
26367;1589;Publicidade abusiva
26401;6641;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
26412;5097;Serviço em desacordo com norma/lei
26487;2215;Devolução de sinal, valores pagos (negocio não concretizado)
26544;3804;Meia entrada para estudantes - recusa/falta de informação
26551;2023;Não pagamento de indenização
26569;1329;Desistência de consorcio
26576;1386;Não entrega de quitação/retenção de documentos
26593;5268;Venda casada
26597;1818;Não pagamento de indenização (seguros em geral)
26620;5328;Garantia - Descumprimento, prazo
26725;2673;Não entrega/demora na entrega do produto
26773;6943;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
26808;2079;Denuncia vazia
26854;5184;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
26874;1123;Cobrança indevida.
26883;2691;Peso/volume/quantidade/tamanho
26892;1908;Valor da multa
26914;6793;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
26915;5778;Contrato - Clausula abusiva/em desacordo com a Legislação.
26918;6853;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
26968;5850;Não pagamento de indenização
26987;3523;Procedimento de cobrança violenta/difamatória
27088;163;Falta de registro/alvará/autorização junto ao órgão competente
27109;5886;Não pagamento de indenização
27197;5188;Orçamento - Não cumprido/não fornecido/impreciso/incompleto/serviço não solicitado
27282;4170;Publicidade enganosa
27298;6062;Lançamento Não Reconhecido na Fatura
27300;2508;Produto com vício
27333;2604;Produto entregue diferente do pedido
27383;2980;Demora na montagem/montagem incompleta/incorreta
27397;6700;SAC - Qualidade do atendimento (atendente despreparado, problemas com a transferência da chamada, veiculação de mensagem publicitária)
27401;3246;Acidente de Consumo (produto causou danos pessoais)
27466;1937;Falha bancaria (cheques, ordem de pagamento, etc.)
27532;3929;Outros problemas com contratos de saúde (Não cobertura, abrangência, reembolso)
27563;7272;Defeito/Risco à saúde e segurança
27568;3026;Falta de peca de reposição
27621;1225;Calculo de prestação em atraso
27622;1462;Valor do bem
27644;2224;Não entrega da escritura
27753;3282;Acidente de Consumo (produto causou danos pessoais)
27788;1804;Calculo do prêmio (seguros)
27790;4288;Danos pessoais ao consumidor
27798;1310;Desistência de consorcio
27939;5068;Dano material/pessoal decorrente do serviço
27987;1031;Recusa em receber pagamento de nota promissória, carne, etc.
28079;1786;Calculo do prêmio (seguros)
28098;2255;Publicidade enganosa
28101;6239;Negativa de Cobertura
28166;856;Embalagem (amassada, enferrujada, estufada)
28167;5836;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
28182;6168;Não Entrega de Produto
28185;2914;Venda enganosa
28202;165;Prazo de validade (falta, ilegível, etc.)
28212;7237;Defeito/Risco à saúde e segurança
28217;3128;Desistência de compra (cancelamento de compra)
28218;7276;Defeito/Risco à saúde e segurança
28255;86;Não fornecimento de contra vale
28316;81;Não fornecimento de contra vale
28319;54;Cobrança de taxa indevida (couvert, 10%, etc.)
28338;121;Peso, volume e quantidade
28404;146;Prazo de validade (falta, ilegível, etc.)
28411;241;Preço (abusivo, remarcado, falta, etc.)
28447;159;Prazo de validade (falta, ilegível, etc.)
28465;221;Preço (abusivo, remarcado, falta, etc.)
28532;100;Peso, volume e quantidade
28539;218;Preço (abusivo, remarcado, falta, etc.)
28541;133;Peso, volume e quantidade
28646;62;Não fornecimento de contra vale
28672;242;Preço (abusivo, remarcado, falta, etc.)
28740;58;Cobrança de taxa indevida (couvert, 10%, etc.)
28755;33;Cobrança de taxa indevida (couvert, 10%, etc.)
28821;4020;Reajuste praticado em desacordo com a periodicidade permitida
28834;6150;Não Entrega de Produto
28884;6848;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
28894;6981;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
28917;707;Oferta enganosa
28966;228;Preço (abusivo, remarcado, falta, etc.)
28987;43;Cobrança de taxa indevida (couvert, 10%, etc.)
29028;99;Peso, volume e quantidade
29035;38;Cobrança de taxa indevida (couvert, 10%, etc.)
29076;1934;Falha bancaria (cheques, ordem de pagamento, etc.)
29078;5353;Garantia - Descumprimento, prazo
29119;2047;Não devolução de caução
29160;5748;Contrato - Rescisão/alteração unilateral
29296;3408;Compra de veiculo (multa, transferência, alienação, não entrega de documentação)
29311;187;Prazo de validade (falta, ilegível, etc.)
29331;1082;Envio de produto ou serviço sem previa solicitação
29358;2808;Publicidade abusiva
29518;5625;Meia entrada para estudantes - recusa/falta de informação
29560;3471;Cobrança de valor quando o produto e devolvido (cobrança indevida)
29563;6649;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
29642;101;Peso, volume e quantidade
29664;40;Cobrança de taxa indevida (couvert, 10%, etc.)
29747;7140;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
29781;95;Não fornecimento de contra vale
29787;3060;Produto entregue incompleto
29923;4148;Publicidade enganosa
30122;1979;Falha bancaria em transações eletrônicas (transferencias indevidas, saques indevidos)
30154;5119;Serviço em desacordo com norma/lei
30243;1533;Não pagamento de resgate (capitalização/ouro/compra)
30256;6515;Tarifas Bancárias – Cobrança não autorizada.
30261;180;Prazo de validade (falta, ilegível, etc.)
30288;3834;Roubo/furto
30437;36;Cobrança de taxa indevida (couvert, 10%, etc.)
30496;229;Preço (abusivo, remarcado, falta, etc.)
30502;160;Prazo de validade (falta, ilegível, etc.)
30508;703;Oferta enganosa
30556;132;Peso, volume e quantidade
30596;3251;Acidente de Consumo (produto causou danos pessoais)
30636;2956;Demora na montagem/montagem incompleta/incorreta
30710;7086;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança)
30852;6321;Baixa Renda
30865;6021;Baixa Renda
30869;1424;Transferencia de cota
30938;3148;Desistência de compra (cancelamento de compra)
31179;6877;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante)
31198;1563;Publicidade enganosa
31201;637;Publicidade enganosa
31254;245;Preço (abusivo, remarcado, falta, etc.)
31279;3182;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
31336;1796;Calculo do prêmio (seguros)
31387;3920;Rescisão/Substituição/Alteração de contrato de saúde
31391;1705;Consumidor negativado indevidamente nos serviços de proteção ao credito
31403;5842;Consulta Sobre Serviços (Pesquisa, cartilha, endereços, outros)
31420;3319;Produto causou danos materiais
31501;1496;Não entrega do produto (titulo de capitalização, compra programada)
31509;1560;Publicidade enganosa
31588;1866;Discordância quanto as avarias
31627;6059;Lançamento Não Reconhecido na Fatura
31684;2817;Publicidade abusiva
31726;2102;Convenção de condomínio (não cumprimento, votação, destituição de sindico, etc.)
31775;5660;Extravio/avaria de bagagem, carga, correspondência, mercadoria, mudança, etc.
31782;5135;Recusa injustificada em prestar serviço
31838;4929;Vicio de qualidade (mal executado, inadequado, impróprio)
31911;3777;Venda/Oferta/publicidade enganosa.
31985;3503;Procedimento de cobrança violenta/difamatória
32000;1634;Venda enganosa
32032;3311;Produto causou danos materiais
32087;1472;Valor do bem
32109;1899;Valor da multa
32255;4926;Vicio de qualidade (mal executado, inadequado, impróprio)
32354;4987;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato)
32419;6547;SAC - Acesso ao serviço (onerosidade, problemas no menu, indisponibilidade, inacessibilidade aos deficientes)
32438;5797;Contrato - Clausula abusiva/em desacordo com a Legislação.
32448;3201;Contrato/pedido/orçamento (rescisão, descumprimento, erro, etc.)
32506;1493;Não entrega do produto (titulo de capitalização, compra programada)
32555;4083;Procedimento de cobrança violenta/difamatória
32611;5604;Documentos: não fornecimento (escolares, recibo, nota, fiscal, vaucher , etc.)
32651;3906;Rescisão/Substituição/Alteração de contrato de saúde
32666;3458;Cobrança de valor quando o produto e devolvido (cobrança indevida)
32691;3169;Desistência de compra (cancelamento de compra)
32697;3832;Roubo/furto
32917;7263;Defeito/Risco à saúde e segurança
32922;7254;Defeito/Risco à saúde e segurança
33130;51;Cobrança de taxa indevida (couvert, 10%, etc.)
33189;26;Cobrança de taxa indevida (couvert, 10%, etc.)
33370;189;Prazo de validade (falta, ilegível, etc.)
33386;44;Cobrança de taxa indevida (couvert, 10%, etc.)
